FilePath	LastWriteTime	AlignFrom	AlignTime	Result	Message
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20160524_161016.jpg	2016-05-24 16:10:15	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20160524_161022.jpg	2016-05-24 16:10:21	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20160524_161236.jpg	2016-05-24 16:12:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20160915_205631.jpg	2016-09-15 20:56:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20160915_205715.jpg	2016-09-15 20:57:15	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_102352.jpg	2016-11-01 10:23:51	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_102357.jpg	2016-11-01 10:23:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_102543.jpg	2016-11-01 10:25:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_102642.jpg	2016-11-01 10:26:41	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_103923.jpg	2016-11-01 10:39:21	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_103931.jpg	2016-11-01 10:39:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_104347.jpg	2016-11-01 10:43:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_104407.jpg	2016-11-01 10:44:05	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_104442.jpg	2016-11-01 10:44:41	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_105116.jpg	2016-11-01 10:51:15	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_105303.jpg	2016-11-01 10:53:01	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_105417.jpg	2016-11-01 10:54:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_105427.jpg	2016-11-01 10:54:25	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_105603.jpg	2016-11-01 10:56:01	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_105610.jpg	2016-11-01 10:56:09	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_122430.jpg	2016-11-01 12:24:29	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_122436.jpg	2016-11-01 12:24:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_122554.jpg	2016-11-01 12:25:53	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_122602.jpg	2016-11-01 12:26:01	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_124341.jpg	2016-11-01 12:43:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161101_124443.jpg	2016-11-01 12:44:41	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161102_080824.jpg	2016-11-02 08:08:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161102_080826.jpg	2016-11-02 08:08:25	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161116_101642.jpg	2016-11-16 10:16:41	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161116_102325.jpg	2016-11-16 10:23:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161116_102345.jpg	2016-11-16 10:23:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161116_102424.jpg	2016-11-16 10:24:23	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161116_102557.jpg	2016-11-16 10:25:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20161116_123042.jpg	2016-11-16 12:30:41	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170120_165358.jpg	2017-01-20 16:53:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170124_211825.jpg	2017-01-24 21:18:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170124_211831.jpg	2017-01-24 21:18:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170124_212147.jpg	2017-01-24 21:21:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170127_194359.jpg	2017-01-27 19:43:59	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170127_194408.jpg	2017-01-27 19:44:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170127_194711.jpg	2017-01-27 19:47:11	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170127_194717.jpg	2017-01-27 19:47:17	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170127_194813.jpg	2017-01-27 19:48:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170127_194816.jpg	2017-01-27 19:48:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170127_210624.jpg	2017-01-27 21:06:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170221_110353.jpg	2017-02-21 11:03:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170221_110358.jpg	2017-02-21 11:03:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170221_111134.jpg	2017-02-21 11:11:33	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170221_111138.jpg	2017-02-21 11:11:37	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170221_111435.jpg	2017-02-21 11:14:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170221_111512.jpg	2017-02-21 11:15:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170221_111612.jpg	2017-02-21 11:16:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170225_151413.jpg	2017-02-25 15:14:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170225_151503.jpg	2017-02-25 15:15:02	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170225_151509.jpg	2017-02-25 15:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170225_151602.jpg	2017-02-25 15:16:01	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170225_151607.jpg	2017-02-25 15:16:06	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170226_065248.jpg	2017-02-26 06:52:47	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170226_130451.jpg	2017-02-26 13:04:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170401_191601.jpg	2017-04-01 19:16:00	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170401_191756.jpg	2017-04-01 19:17:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170401_191842.jpg	2017-04-01 19:18:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170401_192008.jpg	2017-04-01 19:20:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170401_192141.jpg	2017-04-01 19:21:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170427_082031.jpg	2017-04-27 08:20:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170427_082055.jpg	2017-04-27 08:20:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170427_083430.jpg	2017-04-27 08:34:29	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170427_083434.jpg	2017-04-27 08:34:33	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\P_20170427_155847.jpg	2017-04-27 15:58:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\V_20170226_105512.mp4	2017-02-26 10:55:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Camera\V_20170427_160813.mp4	2017-04-27 16:08:13	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1454076313358.jpg	2017-05-04 18:15:06	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1455353383308.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1461988911041.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000414705.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000422415.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000430234.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000437875.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000442504.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000463738.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000905519.jpg	2017-05-04 18:15:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000919426.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462000923697.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462002775110.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462273410682.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1462273418723.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1463877568339.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1466669361702.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1469366416522.jpg	2017-05-04 18:15:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606253539.jpg	2017-05-04 18:15:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606253667.jpg	2017-05-04 18:15:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606253719.jpg	2017-05-04 18:15:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606253793.jpg	2017-05-04 18:15:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606253903.jpg	2017-05-04 18:15:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606253966.jpg	2017-05-04 18:15:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254015.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254067.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254117.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254173.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254261.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254314.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254379.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254457.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254540.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254619.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254789.jpg	2017-05-04 18:15:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254894.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606254981.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255062.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255154.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255235.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255312.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255513.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255612.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255700.jpg	2017-05-04 18:15:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255784.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255868.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606255960.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256073.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256173.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256265.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256344.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256434.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256523.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256610.jpg	2017-05-04 18:15:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256745.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256857.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606256944.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606257026.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606257268.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606257406.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606257619.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606257710.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606257797.jpg	2017-05-04 18:15:20	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258017.jpg	2017-05-04 18:15:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258107.jpg	2017-05-04 18:15:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258198.jpg	2017-05-04 18:15:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258307.jpg	2017-05-04 18:15:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258393.jpg	2017-05-04 18:15:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258474.jpg	2017-05-04 18:15:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258566.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258650.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258732.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258812.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606258954.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259040.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259117.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259200.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259279.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259359.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259731.jpg	2017-05-04 18:15:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259825.jpg	2017-05-04 18:15:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606259942.jpg	2017-05-04 18:15:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606260799.jpg	2017-05-04 18:15:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606260889.jpg	2017-05-04 18:15:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606260969.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261057.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261142.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261308.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261402.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261487.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261577.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261674.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606261980.jpg	2017-05-04 18:15:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606262149.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606262249.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606262336.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606262492.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606262579.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606262639.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606262718.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606263303.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606263390.jpg	2017-05-04 18:15:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606263486.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606263575.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606263744.jpg	2017-05-04 18:15:32	None	None	None	
