FilePath	LastWriteTime	AlignFrom	AlignTime	Result	Message
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606263798.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606263912.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606264013.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606264102.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606264178.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606264265.jpg	2017-05-04 18:15:32	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606264343.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606264479.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606264799.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606265473.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606265635.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606265977.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606266064.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606266150.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606266237.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606266319.jpg	2017-05-04 18:15:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606266401.jpg	2017-05-04 18:15:36	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606366105.jpg	2017-05-04 18:15:36	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606366760.jpg	2017-05-04 18:15:36	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606366844.jpg	2017-05-04 18:15:36	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606367429.jpg	2017-05-04 18:15:36	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606367577.jpg	2017-05-04 18:15:36	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606367670.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606367761.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606367850.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368271.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368325.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368486.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368597.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368702.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368799.jpg	2017-05-04 18:15:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368890.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606368982.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606369081.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606369381.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606369757.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606369850.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606370215.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606370361.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606371236.jpg	2017-05-04 18:15:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606371327.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606371418.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606371747.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606371809.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606371889.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606371977.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372041.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372180.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372246.jpg	2017-05-04 18:15:42	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372477.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372541.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372617.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372699.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372824.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606372919.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606373005.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606373171.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606373251.jpg	2017-05-04 18:15:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606373338.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606373442.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606373526.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606373651.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606374938.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606375429.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606375754.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606375918.jpg	2017-05-04 18:15:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606376291.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606376369.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606376452.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606376711.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606381134.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606381833.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606381927.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606382082.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606382373.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606382461.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606383185.jpg	2017-05-04 18:15:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606383267.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606383407.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606383730.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606383807.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606383969.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606384388.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606384477.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606384656.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606384892.jpg	2017-05-04 18:15:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606385146.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606385216.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606385326.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606385437.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606385536.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606385611.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606388270.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606389155.jpg	2017-05-04 18:15:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606393670.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606395425.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606396106.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1481606397293.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1483256423634.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1483256423635.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943268471.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943273273.jpg	2017-05-04 18:15:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943276425.jpg	2017-05-04 18:15:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943277609.jpg	2017-05-04 18:15:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943364968.jpg	2017-05-04 18:15:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943366668.jpg	2017-05-04 18:15:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943368040.jpg	2017-05-04 18:15:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943369546.jpg	2017-05-04 18:15:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943381531.jpg	2017-05-04 18:15:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1486943392571.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1488537929524.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1488537929525.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1489038231034.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1489379828603.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1489379829044.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1489379836595.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1489379841121.jpg	2017-05-04 18:15:58	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\LINE\1489379852263.jpg	2017-05-04 18:16:00	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\MyASUS\MyASUSBanner$tw$1200$856$1424750400000.jpg	2017-05-04 18:15:06	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160306_160759.jpg	2016-03-06 16:07:59	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160319_162148.jpg	2016-03-19 16:21:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160319_162206.jpg	2016-03-19 16:22:06	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160412_140740.jpg	2016-04-12 14:07:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160412_140754.jpg	2016-04-12 14:07:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160412_140902.jpg	2016-04-12 14:09:02	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160412_140917.jpg	2016-04-12 14:09:17	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160524_083621.jpg	2016-05-24 08:36:21	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160925_132116.jpg	2016-09-25 13:21:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160925_132140-1.jpg	2016-09-25 13:21:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160925_132140.jpg	2016-09-25 13:21:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160925_135610.jpg	2016-09-25 13:56:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160925_135638.jpg	2016-09-25 13:56:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160925_135834.jpg	2016-09-25 13:58:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20160925_143023.jpg	2016-09-25 14:30:23	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20161022_095611.jpg	2016-10-22 09:56:11	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20161022_114501.jpg	2016-10-22 11:45:01	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\IMG_20161023_150704.jpg	2016-10-23 15:07:04	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140703_085138.jpg	2014-07-03 08:51:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140703_085328.jpg	2014-07-03 08:53:27	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140703_085330.jpg	2014-07-03 08:53:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140703_093202.jpg	2014-07-03 09:32:01	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140703_093255.jpg	2014-07-03 09:32:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140719_171757.jpg	2014-07-19 17:17:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140721_184530.jpg	2014-07-21 18:45:28	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140721_184538.jpg	2014-07-21 18:45:37	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140721_184549.jpg	2014-07-21 18:45:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140823_120831.jpg	2014-08-23 12:08:29	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140908_115620.jpg	2014-09-08 11:56:19	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140908_115624.jpg	2014-09-08 11:56:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140908_115633.jpg	2014-09-08 11:56:31	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140908_115727.jpg	2014-09-08 11:57:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140920_203852.jpg	2014-09-20 20:38:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20140927_192956.jpg	2014-09-27 19:29:56	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141018_154641.jpg	2014-10-18 15:46:39	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141018_154646.jpg	2014-10-18 15:46:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141018_154650.jpg	2014-10-18 15:46:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141018_154719.jpg	2014-10-18 15:47:17	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141025_200436.jpg	2014-10-25 20:04:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141025_200512.jpg	2014-10-25 20:05:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141108_102112.jpg	2014-11-08 10:21:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141108_102124.jpg	2014-11-08 10:21:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141108_103327.jpg	2014-11-08 10:33:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141108_103342.jpg	2014-11-08 10:33:41	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141108_103625.jpg	2014-11-08 10:36:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141108_142534.jpg	2014-11-08 14:25:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141207_083927.jpg	2014-12-07 08:39:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141207_083950.jpg	2014-12-07 08:39:48	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141207_084005.jpg	2014-12-07 08:40:04	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20141207_084301.jpg	2014-12-07 08:42:59	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20150221_130407.jpg	2015-02-21 13:04:05	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20150221_130412.jpg	2015-02-21 13:04:10	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20150322_195625.jpg	2015-03-22 19:56:25	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20150322_195631.jpg	2015-03-22 19:56:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20150322_195635.jpg	2015-03-22 19:56:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20150403_191705.jpg	2015-04-03 19:17:04	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20150403_191711.jpg	2015-04-03 19:17:09	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20151108_191446.jpg	2015-11-08 19:14:45	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20151108_191508.jpg	2015-11-08 19:15:06	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160116_190405.jpg	2016-01-16 19:04:01	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160116_190501.jpg	2016-01-16 19:05:00	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160116_200753.jpg	2016-01-16 20:07:52	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160116_200819.jpg	2016-01-16 20:08:17	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160210_084737.jpg	2016-02-10 08:47:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160210_084741.jpg	2016-02-10 08:47:39	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160210_084744.jpg	2016-02-10 08:47:43	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160210_084747.jpg	2016-02-10 08:47:46	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160210_084752.jpg	2016-02-10 08:47:51	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160210_084755.jpg	2016-02-10 08:47:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160210_084759.jpg	2016-02-10 08:47:57	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160228_072335.jpg	2016-02-28 07:23:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160228_080044.jpg	2016-02-28 08:00:43	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160228_080206.jpg	2016-02-28 08:02:05	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160228_141411.jpg	2016-02-28 14:14:11	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160228_143335.jpg	2016-02-28 14:33:34	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160228_143525.jpg	2016-02-28 14:35:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160228_143538.jpg	2016-02-28 14:35:37	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160229_090055.jpg	2016-02-29 09:00:54	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160229_090105.jpg	2016-02-29 09:01:05	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160229_163735.jpg	2016-02-29 16:37:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160229_164010.jpg	2016-02-29 16:40:09	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160229_164300.jpg	2016-02-29 16:42:59	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160229_164426.jpg	2016-02-29 16:44:26	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_163709.jpg	2016-03-04 16:37:08	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_163716.jpg	2016-03-04 16:37:15	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_163723.jpg	2016-03-04 16:37:22	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_163731.jpg	2016-03-04 16:37:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_163742.jpg	2016-03-04 16:37:41	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_164925.jpg	2016-03-04 16:49:24	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_164941.jpg	2016-03-04 16:49:40	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_164944.jpg	2016-03-04 16:49:43	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_164948.jpg	2016-03-04 16:49:47	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_164951.jpg	2016-03-04 16:49:50	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_165025.jpg	2016-03-04 16:50:23	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_165036.jpg	2016-03-04 16:50:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_165039.jpg	2016-03-04 16:50:38	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_172813.jpg	2016-03-04 17:28:12	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_172817.jpg	2016-03-04 17:28:16	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_173214.jpg	2016-03-04 17:32:13	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_173220.jpg	2016-03-04 17:32:18	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_173416.jpg	2016-03-04 17:34:15	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_173422.jpg	2016-03-04 17:34:21	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_173931.jpg	2016-03-04 17:39:30	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_173945.jpg	2016-03-04 17:39:44	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_174235.jpg	2016-03-04 17:42:35	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_174314.jpg	2016-03-04 17:43:14	None	None	None	
\\personalcloud.local\Public\K00Y (媽媽平板)\Photo\P_20160304_174436.jpg	2016-03-04 17:44:35	None	None	None	
