FilePath	LastWriteTime	AlignFrom	AlignTime	Result	Message
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\3_25cm.jpg	2017-09-16 23:43:59	System.Photo.DateTaken	2017-05-14 00:26:14	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\3_30cm.jpg	2017-09-16 23:44:00	System.Photo.DateTaken	2017-05-14 00:26:21	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\4_10cm.jpg	2017-09-16 23:44:00	System.Photo.DateTaken	2017-05-14 00:30:47	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\4_15cm.jpg	2017-09-16 23:44:00	System.Photo.DateTaken	2017-05-14 00:30:53	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\4_20cm.jpg	2017-09-16 23:44:01	System.Photo.DateTaken	2017-05-14 00:30:57	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\4_25cm.jpg	2017-09-16 23:44:01	System.Photo.DateTaken	2017-05-14 00:31:03	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\4_30cm.jpg	2017-09-16 23:44:01	System.Photo.DateTaken	2017-05-14 00:31:08	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\P01.jpg	2017-09-16 23:43:52	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\P02.jpg	2017-09-16 23:43:52	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\P03.jpg	2017-09-16 23:43:53	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\step1.png	2017-09-16 23:44:02	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\Pictures\step2.png	2017-09-16 23:44:01	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170226_214048_BURST3.jpg	2017-02-26 21:40:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170915_224551_HDR.jpg	2017-09-15 22:45:51	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170831_205527.jpg	2017-08-31 20:55:27	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170430_143814.jpg	2017-04-30 14:38:14	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200338.jpg	2017-11-03 20:03:38	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20161029_162308.jpg	2016-10-29 16:23:08	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171014_122658.jpg	2017-10-14 12:26:58	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170519_113735.jpg	2017-05-19 11:37:35	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170830_193733_HDR.jpg	2017-08-30 19:37:33	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171005_203442.jpg	2017-10-05 20:34:42	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170601_210731.jpg	2017-06-01 21:07:31	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170604_115108.jpg	2017-06-04 11:51:08	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170531_212336.jpg	2017-05-31 21:23:36	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170831_191343_HDR.jpg	2017-08-31 19:13:43	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\VID_20170101_151036.mp4	2017-01-01 15:10:36	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_105819.jpg	2017-04-20 10:58:19	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_123517.jpg	2017-09-23 12:35:17	System.Photo.DateTaken	2017-09-23 12:35:16	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20161030_194942.jpg	2016-10-30 19:49:42	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170423_130811.jpg	2017-04-23 13:08:11	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171026_063935.jpg	2017-10-26 06:39:35	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170423_222206.jpg	2017-04-23 22:22:06	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170601_210548.jpg	2017-06-01 21:05:48	System.Photo.DateTaken	2017-06-01 21:05:47	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20161126_181133.jpg	2016-11-26 18:11:33	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170501_082959.jpg	2017-05-01 08:29:59	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170816_214641.jpg	2017-08-16 21:46:41	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170908_221942_HDR.jpg	2017-09-08 22:19:42	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171002_212651.jpg	2017-10-02 21:26:51	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170825_191640.jpg	2017-08-25 19:16:40	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170916_135424.jpg	2017-09-16 13:54:24	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200633_HHT.jpg	2017-11-03 20:06:33	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171101_100138_HHT.jpg	2017-11-01 10:01:38	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_111558.jpg	2017-04-20 11:15:58	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_122110.jpg	2017-09-23 12:21:10	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170601_210554.jpg	2017-06-01 21:05:54	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_123459.jpg	2017-09-23 12:34:59	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171014_122659_1.jpg	2017-10-14 12:26:59	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171102_194228.jpg	2017-11-02 19:42:28	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170601_210540.jpg	2017-06-01 21:05:40	System.Photo.DateTaken	2017-06-01 21:05:39	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_120832.jpg	2017-09-23 12:08:32	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170908_222003_BURST6.jpg	2017-09-08 22:20:03	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171005_203834.jpg	2017-10-05 20:38:34	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170412_135645.jpg	2017-04-12 13:56:45	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170531_212350.jpg	2017-05-31 21:23:50	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_124404.jpg	2017-09-23 12:44:04	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\VID_20170430_234324.mp4	2017-04-30 23:43:24	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170907_195227_HDR.jpg	2017-09-07 19:52:27	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170916_113529_HDR.jpg	2017-09-16 11:35:29	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171026_062957.jpg	2017-10-26 06:29:57	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170913_192519_HDR.jpg	2017-09-13 19:25:19	System.Photo.DateTaken	2017-09-13 19:25:18	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170916_113533_HDR.jpg	2017-09-16 11:35:33	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\VID_20170102_104145.mp4	2017-01-02 10:41:45	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170211_162804.jpg	2017-02-11 16:28:04	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170415_102307.jpg	2017-04-15 10:23:07	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170828_230429_HDR.jpg	2017-08-28 23:04:29	System.Photo.DateTaken	2017-08-28 23:04:28	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170829_215555_HDR.jpg	2017-08-29 21:55:55	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171101_075257.jpg	2017-11-01 07:52:57	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200738_HHT.jpg	2017-11-03 20:07:38	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_232848.jpg	2017-04-20 23:28:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170531_212401.jpg	2017-05-31 21:24:01	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170226_214040_BURST3.jpg	2017-02-26 21:40:40	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170109_082713.jpg	2017-01-09 08:27:13	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_125114.jpg	2017-09-23 12:51:14	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170825_191634.jpg	2017-08-25 19:16:34	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_104917.jpg	2017-04-20 10:49:17	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170722_202128_BURST1.jpg	2017-07-22 20:21:28	System.Photo.DateTaken	2017-07-22 20:21:27	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170531_212347.jpg	2017-05-31 21:23:47	System.Photo.DateTaken	2017-05-31 21:23:46	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170913_192314_HDR.jpg	2017-09-13 19:23:14	System.Photo.DateTaken	2017-09-13 19:23:13	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170809_203349.jpg	2017-08-09 20:33:49	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170916_135422.jpg	2017-09-16 13:54:22	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_123513.jpg	2017-09-23 12:35:13	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20161029_161639.jpg	2016-10-29 16:16:39	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_125050.jpg	2017-09-23 12:50:50	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200721_HHT.jpg	2017-11-03 20:07:21	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170915_224435_HDR.jpg	2017-09-15 22:44:35	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171101_100705.jpg	2017-11-01 10:07:05	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171212_103404.jpg	2017-12-12 10:34:04	System.Photo.DateTaken	2017-12-12 10:34:03	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170831_191046_HDR.jpg	2017-08-31 19:10:46	System.Photo.DateTaken	2017-08-31 19:10:45	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170901_084249.jpg	2017-09-01 08:42:49	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_111827.jpg	2017-04-20 11:18:27	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170601_210551.jpg	2017-06-01 21:05:51	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_123501.jpg	2017-09-23 12:35:01	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_111602.jpg	2017-04-20 11:16:02	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170803_214751.jpg	2017-08-03 21:47:51	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_111557.jpg	2017-04-20 11:15:57	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\VID_20170801_193011.mp4	2017-08-01 19:30:11	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20161204_171333.jpg	2016-12-04 17:13:33	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200701_HHT.jpg	2017-11-03 20:07:01	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170831_191056_HDR.jpg	2017-08-31 19:10:56	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170226_214048_BURST11.jpg	2017-02-26 21:40:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170112_155121.jpg	2017-01-12 15:51:21	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170226_214048_BURST5.jpg	2017-02-26 21:40:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170531_212353.jpg	2017-05-31 21:23:53	System.Photo.DateTaken	2017-05-31 21:23:52	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170831_203140_BURST1.jpg	2017-08-31 20:31:40	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20161224_160548.jpg	2016-12-24 16:05:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170531_212351.jpg	2017-05-31 21:23:51	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171101_100857_HHT.jpg	2017-11-01 10:08:57	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171007_220601.jpg	2017-10-07 22:06:01	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170908_221848_HDR.jpg	2017-09-08 22:18:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170121_095933.jpg	2017-01-21 09:59:33	System.Photo.DateTaken	2017-01-21 09:59:32	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170430_235042.jpg	2017-04-30 23:50:42	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200544_HHT.jpg	2017-11-03 20:05:44	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200512_HHT.jpg	2017-11-03 20:05:12	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170602_082950.jpg	2017-06-02 08:29:50	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170803_214751_1.jpg	2017-08-03 21:47:51	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171008_130805.jpg	2017-10-08 13:08:05	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200533_HHT.jpg	2017-11-03 20:05:33	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170825_191627.jpg	2017-08-25 19:16:27	System.Photo.DateTaken	2017-08-25 19:16:26	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170831_191148_HDR.jpg	2017-08-31 19:11:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20161029_161614.jpg	2016-10-29 16:16:14	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200513_HHT.jpg	2017-11-03 20:05:13	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170803_214741.jpg	2017-08-03 21:47:41	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200659_HHT.jpg	2017-11-03 20:06:59	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_123434.jpg	2017-09-23 12:34:34	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200453_HHT.jpg	2017-11-03 20:04:53	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171014_122659.jpg	2017-10-14 12:26:59	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_123519.jpg	2017-09-23 12:35:19	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170214_185718.jpg	2017-02-14 18:57:18	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170601_210538.jpg	2017-06-01 21:05:38	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171005_203900.jpg	2017-10-05 20:39:00	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170822_071130.jpg	2017-08-22 07:11:30	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170923_121447.jpg	2017-09-23 12:14:47	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171103_200703_HHT.jpg	2017-11-03 20:07:03	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170826_175119.jpg	2017-08-26 17:51:19	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171007_220605.jpg	2017-10-07 22:06:05	System.Photo.DateTaken	2017-10-07 22:06:04	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20171008_130804.jpg	2017-10-08 13:08:04	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170807_203559.jpg	2017-08-07 20:35:59	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170226_214048_BURST12.jpg	2017-02-26 21:40:48	None	None	None	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_111855.jpg	2017-04-20 11:18:55	System.Photo.DateTaken	2017-04-20 11:18:54	Success	
\\personalcloud.local\Public\Mi A1 (b9f2e1267950)\storage\1C15-075C\DCIM\Camera\IMG_20170420_111556.jpg	2017-04-20 11:15:56	None	None	None	
