FilePath	LastWriteTime	AlignFrom	AlignTime	Result	Message
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0411.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-10-26 20:56:29	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0413.JPG	2016-10-11 23:26:43	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0414.JPG	2016-10-11 23:26:43	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0415.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:13:53	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0416.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:13:55	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0417.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:16:30	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0418.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:16:34	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0419.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:16:36	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0420.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:16:45	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0421.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:16:47	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0423.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:17:00	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0424.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:17:06	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0425.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:17:10	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0426.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-03 23:17:14	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0427.MOV	2016-10-11 23:26:43	System.Media.DateEncoded	2012-11-04 02:48:49	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0428.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-04 03:18:39	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0429.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-04 03:18:43	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0430.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-04 03:18:56	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0431.JPG	2016-10-11 23:26:43	System.Photo.DateTaken	2012-11-04 03:19:24	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0432.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-16 20:03:54	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0433.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 09:21:17	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0434.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 09:22:00	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0435.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 09:22:46	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0436.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 09:22:53	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0437.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 09:23:01	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0438.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 09:23:10	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0439.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 09:23:17	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0440.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:45:11	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0441.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:45:12	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0442.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:45:38	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0443.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:45:43	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0444.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:45:53	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0445.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:46:03	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0446.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:46:17	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0447.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 10:46:30	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0448.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 11:40:10	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0449.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 11:40:13	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0450.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 11:40:16	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0451.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-17 12:01:35	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0452.JPG	2016-10-11 23:26:41	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0453.JPG	2016-10-11 23:26:41	System.Photo.DateTaken	2012-11-23 12:56:02	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0454.JPG	2016-10-11 23:26:41	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0455.JPG	2016-10-11 23:26:41	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0456.JPG	2016-10-11 23:26:41	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0457.JPG	2016-10-11 23:26:41	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0458.JPG	2016-10-11 23:26:41	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0459.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2012-12-14 14:25:24	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0460.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2012-12-14 14:25:37	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0461.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2012-12-14 14:38:29	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0463.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2012-12-14 14:39:12	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0468.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-02 22:15:04	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0473.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 14:13:18	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0474.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 14:19:39	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0475.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 14:24:56	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0476.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 14:43:15	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0477.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 14:50:02	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0478.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 14:52:51	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0479.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 14:57:58	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0480.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 16:13:06	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0481.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 17:03:51	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0482.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 17:04:29	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0483.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 17:07:38	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0484.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 17:13:04	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0485.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 17:13:13	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0486.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 17:16:04	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0488.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 21:53:19	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0489.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 21:53:25	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0490.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-09 21:53:32	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0492.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-01-10 21:54:10	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0520.JPG	2016-10-11 23:26:40	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0535.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-02-17 00:01:48	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0544.JPG	2016-10-11 23:26:40	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0545.JPG	2016-10-11 23:26:40	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0547.JPG	2016-10-11 23:26:40	System.Photo.DateTaken	2013-02-28 21:36:48	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0548.JPG	2016-10-11 23:26:40	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0551.JPG	2016-10-11 23:26:40	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0552.MOV	2016-10-11 23:26:39	System.Media.DateEncoded	2013-03-12 00:11:44	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0555.JPG	2016-10-11 23:26:39	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0557.JPG	2016-10-11 23:26:39	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0559.JPG	2016-10-11 23:26:39	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0560.MOV	2016-10-11 23:26:38	System.Media.DateEncoded	2013-03-17 23:33:39	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0575.JPG	2016-10-11 23:26:38	System.Photo.DateTaken	2013-04-12 21:39:02	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0580.JPG	2016-10-11 23:26:38	System.Photo.DateTaken	2013-04-20 03:42:29	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0586.JPG	2016-10-11 23:26:37	System.Photo.DateTaken	2013-04-27 03:13:44	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0587.JPG	2016-10-11 23:26:37	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0590.JPG	2016-10-11 23:26:37	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0591.JPG	2016-10-11 23:26:37	System.Photo.DateTaken	2014-02-02 16:44:48	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0592.MOV	2016-10-11 23:26:37	System.Media.DateEncoded	2014-02-09 20:52:21	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0593.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0594.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-06-28 19:38:47	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0595.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-06-28 19:38:51	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0596.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-06-28 19:39:31	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0597.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-06-29 16:51:07	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0598.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0599.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-06-30 18:24:55	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0600.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-07-06 09:02:14	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0601.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-07-06 09:02:25	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0602.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-07-13 15:55:38	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0603.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2014-07-13 15:56:06	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0604.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0605.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2015-01-04 15:14:23	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0606.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0607.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2015-01-04 15:26:35	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0608.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0609.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2015-02-14 10:53:08	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0610.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0611.JPG	2016-10-11 23:26:32	System.Photo.DateTaken	2015-02-15 20:16:51	Success	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0612.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0613.JPG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\相機膠捲\IMG_0614.PNG	2016-10-11 23:26:32	None	None	None	
\\personalcloud.local\Public\Miki iPad\視頻\IMG_0427.MOV	2016-10-11 23:27:01	System.Media.DateEncoded	2012-11-04 02:48:49	Success	
\\personalcloud.local\Public\Miki iPad\視頻\IMG_0552.MOV	2016-10-11 23:26:59	System.Media.DateEncoded	2013-03-12 00:11:44	Success	
\\personalcloud.local\Public\Miki iPad\視頻\IMG_0560.MOV	2016-10-11 23:26:58	System.Media.DateEncoded	2013-03-17 23:33:39	Success	
\\personalcloud.local\Public\Miki iPad\視頻\IMG_0592.MOV	2016-10-11 23:26:57	System.Media.DateEncoded	2014-02-09 20:52:21	Success	
